Acele et!	space	True
Afiyet olsun!	space	True
Afrika pengueni	space	True
Allah aşkına	space	True
Allah'a ısmarladık!	space	True
And kondoru	space	True
Asperger sendromu	space	True
Baird tapiri	space	True
Bali Denizi	space	True
Balmer serileri	space	True
Başka bir şey	space	True
Ben Avusturya'danım.	space	True
Ben de	space	True
Beni ilgilendirmez	space	True
Benim adım Frank	space	True
Benim sıram	space	True
Bir şey değil	space	True
Burada yabancıyım	space	True
Cava Denizi	space	True
Celebes Denizi	space	True
Ciddiye alma	space	True
Dikkat et	space	True
Doğu Avrupa	space	True
Ege Denizi	space	True
Fazlaca kalabalıktı	space	True
Fiyatı nedir	space	True
Görüşme üzere	space	True
Güle güle	space	True
Hamsin Yortusu	space	True
Hayırlı sabahlar	space	True
Hesabı lütfen	space	True
Hiç bir suretle	space	True
Hoşça kal	space	True
Humboldt pengueni	space	True
Kabul ediyorum.	space	True
Kolay gelsin	space	True
Korkarım ki	space	True
Kusura bakmayın	space	True
Kuzey Kutbu	space	True
Memnun oldum	space	True
O iyidir	space	True
O nasıl	space	True
Osmanlı İmparatorluğu	space	True
Prag Baharı	space	True
Rica ederim!	space	True
Siktir git	space	True
Sıra bende	space	True
Sıra sende	space	True
Tanıştırabilir miyim	space	True
Tanıştığımıza memnun oldum	space	True
abur cubur	space	True
acemice boyamak	space	True
ada devleşmesi	space	True
ada doğanı	space	True
affını rica etmek	space	True
ahmak	verb	True
ak kumkuşu	space	True
ak kuyruklu kız kuşu	space	True
ak yanaklı kaz	space	True
akşam yemeği	space	True
alaca örümcek kuşu	space	True
alay etmek	space	True
altmış altı	space	True
altmış beş	space	True
altmış bir	space	True
altmış dokuz	space	True
altmış dört	space	True
altmış iki	space	True
altmış sekiz	space	True
altmış yedi	space	True
altmış üç	space	True
altı yüz	space	True
aluminyum folyo	space	True
alyan anahtarı	space	True
alışveriş arabası	space	True
alışveriş yapmak	space	True
amino asit	space	True
analitik geometri	space	True
anlam çıkarmak	space	True
anlamına gelmek	space	True
anlamında olmak	space	True
ant içmek	space	True
arada sırada	space	True
arka plan	space	True
arka tarafında	space	True
art arda	space	True
ata binmek	space	True
ateş karıştırıcısı	space	True
atla gitmek	space	True
aynı şekilde	space	True
az kalsın	space	True
az önce	space	True
açlıktan kıvranmak	space	True
açık yeşil	space	True
açık yıldız kümesi	space	True
açıklayıcı not	space	True
ağaç gövdesi	space	True
aşağı yukarı	space	True
b-e yalan söylemek	space	True
